,symbol,bid,bidSize,ask,askSize,regularMarketVolume
622,AHCO,7.71,200.0,13.69,200.0,156448.0
623,ALEX,17.83,800.0,17.85,800.0,132883.0
624,HQY,109.0,100.0,109.24,100.0,142798.0
625,ANIP,60.23,100.0,60.69,100.0,21585.0
626,CRDO,47.29,200.0,64.1,100.0,3423544.0
627,BCYC,9.65,200.0,16.55,200.0,77518.0
628,ROIC,17.46,500.0,17.52,500.0,303698.0
629,IROHW,,,,,136958.0
630,ORR,27.1,100.0,27.2,100.0,14284.0
631,PLMKU,9.96,100.0,10.1,100.0,541715.0
632,PQOC,25.07,1100.0,,,1.0
633,OXLCI,18.44,200.0,32.92,200.0,7619.0
634,ZIMV,10.5,200.0,18.45,200.0,39694.0
635,ENCC,,,,,1050000.0
636,STGZ,0.0455,,0.054,,87000.0
637,PLMR,77.98,200.0,137.33,200.0,31863.0
638,ARTV,5.24,100.0,5.47,100.0,28087.0
639,VENU,9.65,800.0,10.02,1200.0,3780.0
640,HDSN,5.73,100.0,5.79,100.0,90154.0
641,ATO,142.61,1100.0,142.7,800.0,173899.0
642,AXGN,18.43,100.0,23.43,200.0,79978.0
643,MIMI,5.5,100.0,5.84,100.0,77452.0
644,AXSM,77.4,200.0,135.68,200.0,214701.0
645,BAER,2.66,300.0,2.78,300.0,246329.0
646,BAP,186.8,800.0,187.59,800.0,109905.0
647,BRIA,3.45,900.0,3.55,1100.0,5329.0
648,NHPBP,,,,,11339.0
649,NRK,10.53,800.0,10.54,800.0,161873.0
650,IBG,1.03,1000.0,0.98,100.0,46693.0
651,QBIEY,13.02,34100.0,13.14,40000.0,1.0
652,CBRG,,,,,
653,ENFY,1.25,800.0,1.32,800.0,14230.0
654,ASX,10.02,1800.0,10.03,1100.0,4730097.0
655,BEDU,1.75,1200.0,1.8,1100.0,2297.0
656,BEAGU,10.1,200.0,10.06,200.0,40469.0
657,RIBBU,10.02,18500.0,10.09,100.0,800.0
658,UCB,33.19,800.0,33.22,900.0,565279.0
659,VCICW,0.05,100.0,0.1,100.0,2429.0
660,FEPI,44.99,200.0,48.92,100.0,210006.0
661,ATAI,1.49,100.0,1.57,100.0,540788.0
662,FV,62.47,5000.0,62.58,1000.0,69523.0
663,BDL,24.78,1000.0,25.5,1000.0,1918.0
664,MTVA,1.84,100.0,1.93,100.0,3439.0
665,EMHI,,,,,
666,ATI,58.34,1000.0,58.41,900.0,903274.0
667,TEO,12.78,800.0,12.87,900.0,140038.0
668,BA,177.55,1200.0,177.57,900.0,3176780.0
669,UFG,4.52,100.0,4.93,100.0,54712.0
670,MASK,2.7,2100.0,2.7,100.0,29470.0
671,ILLR,1.39,200.0,2.38,200.0,178760.0
672,NYMTG,,,,,7839.0
673,WIA,8.11,1800.0,8.13,800.0,7005.0
674,BDJ,8.76,1300.0,8.77,1200.0,216876.0
675,LFGY,49.9,1000.0,50.03,900.0,44592.0
676,FIDI,20.51,800.0,20.52,800.0,20074.0
677,AMOD,3.31,100.0,3.9,100.0,113587797.0
678,SBC,5.56,100.0,5.11,100.0,6244.0
679,FVNNU,10.02,100.0,10.08,100.0,31.0
680,FEIOF,13.19,42300.0,18.19,,21.0
681,BIFUSD,,,,,
682,HSPTU,10.0,5000.0,10.03,100.0,900.0
683,RXEEY,26.48,40000.0,26.82,40000.0,300.0
684,BAOS,,,,,23485.0
685,TGGLF,0.0372,,0.04,,7000.0
686,DNRSF,0.3975,,0.5599,,2000.0
687,SPHAU,10.1,1100.0,10.03,300.0,815.0
688,CTOR,1.22,100.0,1.25,100.0,13298.0
689,TOPP,1.86,800.0,1.93,900.0,387661.0
690,MX,3.99,1100.0,4.01,1000.0,32991.0
691,FDMIF,3.69,40000.0,3.72,40000.0,100.0
692,QUEXF,0.5201,300400.0,0.541,,20.0
693,GINX,,,,,5945.0
694,AMQFF,0.197,,0.21,,4500.0
695,EXEEL,87.47,100.0,88.02,100.0,28012.0
696,AVNT,43.71,800.0,43.77,800.0,353301.0
697,CVIIU,,,,,
698,NITO,1.23,2200.0,1.28,2200.0,789182.0
699,PQAP,25.33,1100.0,25.42,1100.0,1.0
700,TFC,48.11,1400.0,48.11,800.0,2516054.0
701,PFMT,,,,,155789.0
702,ACTU,10.46,100.0,9.35,100.0,7515.0
703,ACTU,10.46,100.0,9.35,100.0,7515.0
704,BB,4.44,40700.0,4.45,46000.0,14447398.0
705,JOAN,,,,,
706,PCLA,4.63,100.0,5.01,100.0,85457.0
707,ONEG,2.1,100.0,2.88,100.0,8392.0
708,SOUN,13.93,600.0,14.04,600.0,16838068.0
709,SUGBY,70.35,,69.34,,27.0
710,VERB,,,,,26301.0
711,CEPO,10.05,200.0,10.08,1200.0,4978.0
712,SHOT,0.4616,100.0,0.4856,100.0,199258.0
713,ONIT,35.97,800.0,36.12,800.0,7924.0
714,KBSX,7.95,100.0,7.25,100.0,14281.0
715,DMAR,38.77,1200.0,38.83,900.0,853.0
716,LNT,59.22,100.0,59.22,200.0,397491.0
717,PLRZ,1.31,100.0,1.34,100.0,855606.0
718,BZAI,5.84,100.0,6.5,200.0,230076.0
719,PKPYY,7.4,40000.0,8.4,40000.0,100.0
720,NOEMR,,,,,35.0
721,FACTU,9.93,200.0,9.98,100.0,64962.0
722,MRCC,,,,,11749.0
723,AVNI,0.26,,0.4,,499.0
724,RAIN,,,,,27745.0
725,GSRFF,0.024,,0.0275,,5800.0
726,IPA,,,,,760041.0
727,BAYA,,,,,11325.0
728,DCOMG,27.05,200.0,27.5,200.0,8076.0
729,HUHU,4.73,100.0,4.54,100.0,18947.0
730,NOEMW,,,,,2854.0
731,NNE,38.87,100.0,39.12,700.0,6075984.0
732,BIO,356.88,800.0,358.93,800.0,54053.0
733,BOF,1.55,200.0,2.71,200.0,88184.0
734,XTIA,,,,,86805.0
735,IMPP,2.81,400.0,2.87,400.0,111179.0
736,FJHL,,,,,
737,NPPTF,1.75,40000.0,1.75,40000.0,164129.0
738,TRINI,25.25,100.0,25.36,100.0,5736.0
739,TNFA,0.87,100.0,0.8934,100.0,349858.0
740,RNTX,2.1,100.0,2.47,100.0,88831.0
741,TMNA,,,,,
742,BNDS,50.44,900.0,50.53,800.0,2728.0
743,EXE,95.18,200.0,112.08,200.0,477767.0
744,HTCO,2.86,100.0,3.09,100.0,26071.0
745,BHST,,,,,1484.0
746,NUE,127.3,800.0,127.44,900.0,829876.0
747,IROHR,,,,,2703.0
748,TSLI,,1000.0,,900.0,1652.0
749,KDLYW,0.3,400.0,0.3999,400.0,60.0
750,ENTO,0.5156,100.0,0.5678,100.0,57840.0
751,BOLT,0.36,200.0,0.6396,200.0,141988.0
752,CTHR,,,,,9817.0
753,XOMAP,,,,,281.0
754,PGNN,9.0,40000.0,9.09,21500.0,963.0
755,QMID,20.4,200.0,36.26,200.0,2355.0
756,EFRTF,5.24,40000.0,5.3,40000.0,2500.0
757,NEP,10.18,1300.0,10.19,800.0,5584206.0
758,BPT,0.51,3000.0,0.518,1400.0,69817.0
759,BWB,14.17,100.0,14.33,100.0,20368.0
760,FLUX,1.68,100.0,1.8,100.0,43371.0
761,SEHCF,0.15,,0.252,,293.0
762,NYC,9.2,1100.0,10.0,800.0,2338.0
763,DHAIW,,,,,2191.0
764,SCHL,20.11,100.0,20.15,100.0,79059.0
765,LSIHF,,,,,
766,BNR,4.73,200.0,8.84,200.0,198.0
767,NOA,19.44,1000.0,19.55,800.0,46858.0
768,MCBK,24.8,40000.0,25.25,40000.0,526.0
769,ATMVR,,,,,2100.0
770,BLUE,7.74,100.0,7.79,100.0,57712.0
771,BUI,23.0,1400.0,23.09,1000.0,14702.0
772,NECB,18.28,200.0,31.68,200.0,32481.0
773,EIRL,60.51,1000.0,60.67,900.0,773.0
774,RUNN,24.24,200.0,43.82,200.0,2676.0
775,BIAF,0.75,100.0,0.78,100.0,28833.0
776,CMCSA,32.52,1800.0,32.62,1800.0,37698841.0
777,ASAN,21.3,1300.0,21.33,1200.0,3085477.0
778,QNTM,2.87,100.0,3.18,100.0,32807.0
779,ONBPO,,,,,2658.0
780,SNCAF,50.83,40000.0,51.04,40000.0,145.0
781,QCRH,78.79,100.0,79.71,100.0,12281.0
782,CARV,,,,,4051.0
783,CDIO,0.322,200.0,0.4567,100.0,547539.0
784,FGPR,10.2,40000.0,10.9,40000.0,100.0
785,FXE,96.2,3000.0,96.22,1000.0,9617.0
786,KWDAED,,,,,
787,BREA,,,,,52197.0
788,FMCCM,16.25,45900.0,17.93,40000.0,5200.0
789,SBMFF,0.3361,,0.4145,,500.0
790,PUSH,50.29,900.0,50.36,1400.0,300.0
791,FMCXF,2.63,40000.0,2.65,40000.0,7800.0
792,PROP,8.88,100.0,9.06,100.0,37721.0
793,DJTWW,15.4,200.0,27.4,200.0,83068.0
794,HRB,54.82,800.0,54.88,900.0,452480.0
795,CCZ,57.75,800.0,64.0,800.0,10.0
796,PWP,18.74,200.0,33.1,200.0,121176.0
797,FMCKO,8.95,40000.0,9.37,40000.0,1000.0
798,CNCK,7.5,100.0,8.74,100.0,32697.0
799,BETR,,,,,2898.0
800,BXC,108.59,800.0,109.93,800.0,18663.0
801,SWAG,,,,,2271.0
802,CNL,5.03,1300.0,5.2,800.0,3676.0
803,CAMP,,,,,43410.0
804,SNPMF,0.54,,0.58,,12402.0
805,BUR,14.5,800.0,14.52,800.0,477012.0
806,TAN,34.09,1000.0,34.14,1000.0,164635.0
807,SPXE,65.02,1000.0,65.12,1000.0,601.0
808,SDVKY,21.01,43500.0,21.06,40000.0,1237.0
809,EMKR,3.04,100.0,3.07,100.0,36069.0
810,FNFPA,4.8,,,,100.0
811,YHNAU,10.06,100.0,10.09,100.0,1479.0
812,VTSI,6.5,100.0,6.67,100.0,10200.0
813,CAL,18.81,800.0,18.84,1200.0,133239.0
814,CEPU,14.54,2200.0,14.67,1000.0,209807.0
815,GROW,2.41,200.0,,,11646.0
816,RCKY,25.76,100.0,26.15,100.0,5863.0
817,VAXX,0.36,,0.395,,395.0
818,BNT,61.78,1000.0,61.97,1200.0,2234.0
819,BBUS,109.23,1000.0,109.24,1200.0,44707.0
820,LPBBU,10.04,100.0,10.0,1000.0,1300.0
821,CLSKW,0.79,1200.0,0.729,2300.0,38087.0
822,CDT,2.5,200.0,2.62,100.0,314218.0
823,NAMI,3.13,200.0,3.14,200.0,21685.0
824,SMPFF,,,,,
825,FRACF,1.56,40000.0,1.57,40000.0,100.0
826,ZENA,3.34,200.0,5.83,200.0,99249.0
827,FOX,47.82,100.0,47.96,300.0,309543.0
828,ASM,1.22,4000.0,1.23,3100.0,1472649.0
829,AIFU,0.4258,100.0,0.4278,100.0,230349.0
830,SLDX,0.043,,0.074,,300.0
831,RDACU,10.11,1000.0,10.1,2600.0,8467.0
832,CCB,65.23,200.0,114.7,100.0,30335.0
833,FGL,1.59,100.0,1.64,100.0,82267.0
834,WLMIF,2.15,40000.0,2.47,40000.0,4000.0
835,ZBIO,7.32,100.0,8.97,200.0,450265.0
836,GNL,7.17,2200.0,7.18,1300.0,341074.0
837,CMCM,4.29,800.0,4.31,800.0,5074.0
838,VCIC,9.97,200.0,10.0,200.0,1.0
839,EHGO,1.11,200.0,1.12,100.0,43816.0
840,CNP,32.94,800.0,32.95,800.0,1422194.0
841,RVPH,1.84,100.0,1.88,100.0,755588.0
842,SLAM,,,,,
843,BOMEUSD,,,,,
844,TTSH,7.37,200.0,7.49,200.0,31950.0
845,IBUF,26.18,900.0,26.22,1000.0,1066.0
846,CURB,25.04,800.0,25.1,900.0,79559.0
847,AIHS,,,,,3203.0
848,ISHP,37.73,100.0,38.06,100.0,3.0
849,SSYS,9.42,100.0,9.46,100.0,436013.0
850,XBIO,,,,,3130.0
851,DKKCOP,,,,,
852,USNA,35.71,800.0,35.79,800.0,62415.0
853,EURKU,10.13,3500.0,10.24,400.0,2.0
854,FVCB,8.84,200.0,16.32,200.0,130.0
855,CLH,238.18,900.0,238.7,800.0,106983.0
856,FCCT,8.78,40000.0,9.15,40000.0,737.0
857,DWTX,12.92,800.0,13.68,400.0,708557.0
858,CCL,28.4,1200.0,28.4,1000.0,9645378.0
859,FREJO,15.85,,17.89,,250.0
860,CKX,11.53,900.0,11.95,1100.0,8537.0
861,COIN,299.36,100.0,299.73,100.0,5451684.0
862,HBNC,12.19,200.0,21.82,200.0,25248.0
863,RILA,10.45,1200.0,10.48,1200.0,11750.0
864,TLPH,,,,,26982.0
865,CHN,12.23,1100.0,12.26,800.0,18462.0
866,FRG,,,,,1883992.0
867,CGBS,0.43,100.0,0.5346,7100.0,2225978.0
868,CMF,57.01,1000.0,57.02,900.0,135768.0
869,CUBI,58.24,900.0,58.39,900.0,68620.0
870,SKM,21.57,800.0,21.59,900.0,61618.0
871,SPG,176.25,900.0,176.34,800.0,365410.0
872,FBASF,1.02,40000.0,1.12,40000.0,3000.0
873,BPOPM,,,,,1083.0
874,LPAAW,0.08,100.0,0.14,100.0,2381.0
875,CIM,14.68,900.0,14.69,900.0,284465.0
876,RTOXF,3.88,29200.0,4.6,308800.0,100.0
877,CNH,13.22,4000.0,13.23,1400.0,7633059.0
878,SPCO,0.92,,0.98,,1000.0
879,CNH,13.22,4000.0,13.23,1400.0,7633604.0
880,NTWOW,,,,,165.0
881,ASTC,,,,,6070.0
882,RVLCF,0.05,,0.2,,200.0
883,BRRR,29.8,200.0,29.82,300.0,55933.0
884,NWIFF,0.0033,,0.0066,,20645.0
885,MDCXW,2.25,200.0,,,141.0
886,BYDC,,,,,838.0
887,JETD,10.93,1000.0,10.97,1000.0,15850.0
888,CHR,,,,,5842.0
889,PQJL,24.88,1100.0,24.96,300.0,1.0
890,MRM,,,,,8195.0
891,COTY,7.44,3000.0,7.45,800.0,1580532.0
892,FSTTF,0.078,,0.09,,500.0
893,CWK,13.91,1400.0,13.92,800.0,198156.0
894,CX,6.19,3000.0,6.17,3000.0,5397638.0
895,JPIE,45.97,1300.0,45.98,800.0,147365.0
896,MKZR,3.5,45100.0,3.58,40000.0,77334.0
897,PBBK,,,,,1157.0
898,ODP,20.41,100.0,23.63,100.0,111642.0
899,PVLA,13.21,100.0,13.35,100.0,51013.0
900,FRZA,0.144,,0.27,,38062.0
901,CMP,11.86,800.0,11.9,800.0,206683.0
902,CCIRU,10.01,8500.0,10.09,400.0,3093.0
903,CTM,0.7011,1300.0,0.7048,1100.0,1778596.0
904,AMRN,0.4939,100.0,0.6514,100.0,489530.0
905,MOB,2.83,100.0,2.89,100.0,48164.0
906,CALA,,1100.0,,1000.0,10000.0
907,LITP,6.49,100.0,6.99,100.0,1534.0
908,FNX,121.22,400.0,121.89,300.0,7300.0
909,GDC,1.01,200.0,1.81,200.0,5510.0
910,LMNR,16.72,200.0,23.17,100.0,9502.0
911,CCNE,25.22,100.0,25.47,100.0,22959.0
912,TEAF,12.1,1100.0,12.12,800.0,27890.0
913,KMGLF,,,0.004,,19616.0
914,OACCU,10.15,100.0,10.2,25000.0,6.0
915,RNEW,,,,,86.0
916,DAR,36.14,1000.0,36.19,900.0,1643673.0
917,MDBH,,,,,1175.0
918,ENTA,5.05,100.0,5.09,100.0,85351.0
919,EVM,9.42,800.0,9.43,800.0,23907.0
920,TWST,51.55,200.0,51.77,100.0,226622.0
921,EDRVF,9.28,40000.0,9.54,40000.0,3116.0
922,AVBP,28.26,100.0,29.25,100.0,65232.0
923,CSQ,18.25,100.0,23.44,200.0,55881.0
924,CZR,36.24,200.0,36.41,200.0,1077848.0
925,DAO,7.72,800.0,7.8,800.0,19065.0
926,CLOUSD,,,,,
927,RCIAF,31.85,40000.0,33.04,40000.0,100.0
928,PYLD,26.16,1300.0,26.17,3000.0,1749288.0
929,CVKD,18.54,100.0,,,11258.0
930,KAPA,1.41,2200.0,1.45,1100.0,18790.0
931,KAPA,1.41,2200.0,1.45,1100.0,18790.0
932,ANSS,350.2,100.0,351.23,100.0,183246.0
933,SOAR,0.1901,1800.0,0.191,1800.0,355787.0
934,FGBI,,,,,937.0
935,ENPH,61.13,400.0,61.64,400.0,1048147.0
936,UBOH,29.0,40000.0,29.85,27000.0,1520.0
937,OUSTW,,,,,1.0
938,QIG,44.0,800.0,44.04,800.0,872.0
939,BITW,68.92,40000.0,69.0,40000.0,8628.0
940,SARK,32.71,100.0,32.77,200.0,202552.0
941,NPKYY,7.72,40000.0,8.72,40000.0,3.0
942,BITO,25.5,3100.0,25.53,2200.0,4988414.0
943,AAT,24.48,800.0,24.5,800.0,47363.0
944,ACHFF,1.28,40000.0,1.3,40000.0,6700.0
945,FTIIU,,,,,701.0
946,MCAA,,,,,8218.0
947,GAN,1.88,100.0,2.43,200.0,97553.0
948,PEXNY,10.0,28000.0,13.0,34100.0,13.0
949,OUSTZ,,,,,400.0
950,DOGG,20.36,800.0,20.42,1000.0,3154.0
951,NBTB,47.56,100.0,48.06,100.0,36591.0
952,FATAV,4.01,100.0,4.4,100.0,89872.0
953,JAPAF,24.38,40000.0,27.6,40000.0,100.0
954,AXIL,5.75,1000.0,6.0,900.0,4329.0
955,OCEANUSD,,,,,
956,AEM,93.92,800.0,93.94,800.0,1356492.0
957,SER,4.6,2200.0,4.92,900.0,1861.0
958,BCDF,28.06,1000.0,28.18,1200.0,224.0
959,MEDIF,0.0445,,0.052,,51154.0
960,TRACUSD,,,,,
961,TIAUSD,,,,,
962,SMTUSD,,,,,
963,AIEV,0.3307,100.0,0.3485,100.0,57953.0
964,FAAS,0.6969,500.0,0.8113,500.0,129495.0
965,CAH,127.66,800.0,127.9,1100.0,1830548.0
966,XTLB,,,,,408.0
967,SABK,15.6,40000.0,15.94,40000.0,700.0
968,RIME,0.024,1300.0,0.024,400.0,86605650.0
969,GILD,91.21,100.0,96.32,100.0,1445970.0
970,AEVAW,,,,,3469.0
971,NRBT,0.068,,0.0799,,2000.0
972,CIF,1.73,3000.0,1.74,4000.0,29553.0
973,BRTHY,34.5,40000.0,36.7,40000.0,6.0
974,JPSWY,17.7,40000.0,20.71,40000.0,2.0
975,GB,7.08,1100.0,7.19,800.0,13723.0
976,SELX,,,,,2627.0
977,TWI,9.12,1300.0,9.13,800.0,343292.0
978,GBRRF,0.0057,,0.0118,,10000.0
979,LQPE,19.89,800.0,19.95,,196.0
980,DFSB,51.14,900.0,51.17,1800.0,20144.0
981,GRCAF,0.0443,,0.054,,1500.0
982,MBAV,10.0,100.0,10.07,800.0,1.0
983,JPYMYR,,,,,
984,ANSC,7.57,200.0,13.49,200.0,4822.0
985,ALMS,6.63,100.0,6.87,100.0,93334.0
986,FATBV,5.65,100.0,5.25,100.0,83318.0
987,ZBAO,1.44,100.0,3.15,100.0,13255.0
988,MACAU,,,,,
989,SAG,2.39,100.0,2.65,100.0,24275.0
990,BWIN,41.36,100.0,41.45,100.0,83835.0
991,AIRJ,,,,,22452.0
992,AIRJ,,,,,22452.0
993,WATT,,,,,347265.0
994,BODI,6.85,1000.0,7.62,800.0,2623.0
995,BNGO,5.41,100.0,,,278119.0
996,REGN,680.17,100.0,684.06,100.0,345956.0
997,GEGR,0.0062,,0.0181,,10000.0
998,ZJK,8.25,100.0,7.8,100.0,46851.0
999,GDSTW,,,,,21420.0
1000,SIMAU,9.95,1800.0,10.02,100.0,170.0
1001,CLDL,15.66,1100.0,15.7,2200.0,12915.0
1002,UHG,,,4.5,100.0,41635.0
1003,TOLZ,49.98,1200.0,50.08,900.0,6325.0
1004,EOCT,26.28,3000.0,26.36,1200.0,760.0
1005,KPOP,12.98,1400.0,13.07,3100.0,84.0
1006,ESPGY,0.033,,0.035,,32060.0
1007,PSYTF,9.43,40000.0,9.49,40000.0,400.0
1008,FGCO,0.1502,,0.2,,12100.0
1009,TAXE,49.96,100.0,55.65,100.0,212.0
1010,REGCP,,,,,1233.0
1011,PBF,29.99,1800.0,30.03,900.0,562899.0
1012,GBLX,0.004,,0.005,,5000.0
1013,GET,,,,,
1014,STTDF,0.0616,,0.075,,10000.0
1015,GTI,0.3,200.0,,,733625.0
1016,CORZZ,12.38,100.0,15.74,100.0,6420.0
1017,PROF,6.25,100.0,6.56,100.0,19869.0
1018,ASPC,,,,,29006.0
1019,AIMAU,,,,,1.0
1020,NEUE,7.31,800.0,7.33,900.0,7062.0
1021,GELS,2.43,100.0,2.63,100.0,90482.0
1022,BBLG,1.06,100.0,1.15,100.0,478683.0
1023,PNFP,126.24,100.0,126.48,100.0,376487.0
1024,VCICU,9.99,300.0,10.04,200.0,7055.0
1025,BSLKW,,,,,6126.0
1026,IJUN,25.22,1000.0,25.29,2900.0,113.0
1027,LNXSF,26.98,40000.0,28.0,38500.0,48.0
1028,GHG,2.68,1000.0,2.75,800.0,10566.0
1029,PLFRF,19.23,,23.58,,1650.0
1030,SIGCY,21.76,40000.0,22.12,40000.0,100.0
1031,DEVS,0.5437,100.0,0.6067,100.0,51815.0
1032,JUNT,32.88,4000.0,32.97,1000.0,202.0
1033,GSRTU,10.0,800.0,10.02,100.0,1.0
1034,SWAG,,,,,2271.0
1035,SNAX,,,,,9653.0
1036,MNAT,29.75,40000.0,29.95,40000.0,184.0
1037,ICU,1.27,200.0,2.21,200.0,72655.0
1038,PHLT,2.35,100.0,2.43,100.0,8157.0
1039,GGDVF,0.7343,317000.0,0.8129,305200.0,14000.0
1040,SUHJF,8.57,38500.0,9.5,40000.0,100.0
1041,FUSI,50.76,900.0,50.84,800.0,101.0
1042,GGG,83.64,800.0,83.75,1000.0,276986.0
1043,MNGG,0.0001,,0.0001,,763162.0
1044,GIKLY,4.2,40000.0,4.45,40000.0,3000.0
1045,AVR,5.94,100.0,6.05,100.0,39985.0
1046,DYNXU,9.93,200.0,9.96,200.0,508.0
1047,ALAB,92.0,100.0,94.69,1700.0,2805896.0
1048,ALAB,92.0,100.0,94.69,1700.0,2806720.0
1049,GHIXU,,,,,
1050,TEI,5.43,1000.0,5.45,3000.0,90553.0
1051,XMHQ,102.25,1200.0,102.36,1000.0,145367.0
1052,TESL,23.08,900.0,23.15,1000.0,115003.0
1053,DGRW,83.87,200.0,83.89,600.0,193106.0
1054,TNA,45.78,2200.0,45.79,1200.0,7074527.0
1055,NARI,79.6,100.0,79.71,100.0,409026.0
1056,EIIA,25.0,1200.0,25.05,1200.0,2846.0
1057,GLCNF,4.35,40000.0,4.43,40000.0,4300.0
1058,FGROY,1.95,40000.0,2.34,40000.0,400.0
1059,MXNAUD,,,,,
1060,ADUR,5.86,100.0,5.97,100.0,49591.0
1061,FGB,4.39,800.0,4.4,800.0,23740.0
1062,OVBC,,,,,529.0
1063,ILF,23.21,2900.0,23.21,800.0,280547.0
1064,BNO,31.12,1200.0,31.13,1200.0,96132.0
1065,MXE,8.5,2200.0,8.56,1000.0,7349.0
1066,GBLD,16.31,1000.0,16.35,900.0,233.0
1067,MFUL,21.7,1200.0,21.72,900.0,2833.0
1068,CPSY,23.63,2200.0,23.68,1200.0,3195.0
1069,BILZ,101.11,2900.0,101.17,800.0,31252.0
1070,AVNV,57.15,1000.0,57.24,1000.0,65.0
1071,CHPT,0.9814,1100.0,0.9833,3000.0,5533821.0
1072,CHRW,101.32,100.0,109.95,200.0,1475413.0
1073,VIGI,83.38,100.0,83.51,300.0,133924.0
1074,AMZN,234.35,200.0,234.65,300.0,16986436.0
1075,FIBK,24.18,200.0,42.24,200.0,318633.0
1076,IG,20.52,1200.0,20.54,1100.0,3849.0
1077,MILN,48.13,2000.0,48.33,2000.0,2101.0
1078,BHVN,39.23,1100.0,39.34,800.0,189921.0
1079,SPMC,20.25,800.0,20.35,900.0,4855.0
1080,AMX,14.33,3000.0,14.34,1800.0,913630.0
1081,GLLI,11.01,,12.0,40000.0,300.0
1082,SPBW,25.26,1300.0,25.27,1100.0,1513.0
1083,GOGL,9.27,100.0,9.35,200.0,880810.0
1084,GLBE,43.49,200.0,77.46,200.0,396958.0
1085,FNF,58.59,800.0,58.64,800.0,149020.0
1086,GLOB,208.71,800.0,209.07,800.0,104612.0
1087,PFGTF,,,,,
1088,LOAR,79.72,1200.0,80.24,1200.0,49147.0
1089,DAPP,15.15,100.0,15.28,100.0,140206.0
1090,RNP,21.6,2200.0,21.66,900.0,54952.0
1091,HSPO,,,,,4.0
1092,JHHY,25.7,1200.0,25.76,1100.0,625.0
1093,SRV,45.6,1400.0,45.97,800.0,13618.0
1094,GITS,3.0,100.0,4.88,200.0,14225.0
1095,DTSQ,10.05,2800.0,10.06,200.0,69.0
1096,FSGS,30.82,400.0,30.91,200.0,16189.0
1097,NJR,47.77,800.0,47.8,800.0,124083.0
1098,MAGN,18.9,800.0,18.94,800.0,208332.0
1099,GREE,1.44,100.0,1.51,100.0,342119.0
1100,STFS,0.9216,200.0,1.13,100.0,920163.0
1101,MLYBY,4.73,40000.0,5.74,40000.0,141.0
1102,EONR,0.8455,1200.0,0.8561,1400.0,808124.0
1103,SPHL,2.26,100.0,2.52,100.0,241677.0
1104,GLSTU,,,,,254.0
1105,ILLRW,0.2121,1000.0,0.145,100.0,10455.0
1106,BFLBY,9.92,40000.0,10.41,40000.0,1.0
1107,RVT,16.38,800.0,16.42,3000.0,97581.0
1108,CLIK,1.2,200.0,1.59,500.0,7500.0
1109,TFX,183.42,800.0,183.72,800.0,113721.0
1110,KLTO,0.4584,100.0,0.4549,600.0,52213.0
1111,POAI,1.56,100.0,1.61,100.0,260850.0
1112,ADCT,1.63,800.0,1.64,1800.0,265317.0
1113,DRN,10.31,2200.0,10.32,2900.0,544682.0
1114,PEGA,98.75,200.0,114.69,200.0,397132.0
1115,JXG,2.77,100.0,2.97,100.0,1712.0
1116,CQP,60.46,800.0,60.69,800.0,75525.0
1117,DTSQR,,,,,53408.0
1118,PLYN,,,,,5000.0
1119,FDT,40.49,100.0,56.4,100.0,8048.0
1120,QYLG,28.44,100.0,28.54,300.0,8983.0
1121,BUFG,24.9,1000.0,24.98,1100.0,8325.0
1122,LKFN,68.43,100.0,69.12,100.0,27260.0
1123,RDTE,41.27,3000.0,41.33,1200.0,60667.0
1124,VRSK,286.29,100.0,287.29,100.0,107066.0
1125,RFLR,26.22,800.0,26.31,800.0,442.0
1126,UCIB,26.49,1000.0,28.55,1000.0,56.0
1127,GENW,10.41,900.0,10.57,900.0,4.0
1128,MMEX,0.0001,,0.0001,,9999971.0
1129,LSBPW,0.0729,100.0,0.0597,500.0,94866.0
1130,TBLL,105.53,2200.0,105.54,3200.0,65322.0
1131,FVR,17.58,800.0,17.64,1200.0,17535.0
1132,TRUUSD,,,,,
1133,TAVIU,10.01,8900.0,10.14,100.0,32611.0
1134,FPX,131.21,1200.0,131.26,1200.0,11040.0
1135,DIVI,31.73,800.0,31.75,900.0,72897.0
1136,ISEP,28.3,1000.0,28.38,900.0,207.0
1137,ATMCW,,,,,1341.0
1138,PB,80.65,900.0,80.81,800.0,146702.0
1139,SKK,0.6531,200.0,1.19,200.0,94161.0
1140,SLGGF,0.09,,0.1,,20000.0
1141,WCT,1.92,200.0,1.93,100.0,411009.0
1142,ZOM,0.1215,1000.0,0.122,1000.0,1877577.0
1143,OLLI,113.76,100.0,123.98,200.0,198410.0
1144,WST,343.25,1100.0,343.78,1100.0,84660.0
1145,MOTNF,0.1502,,0.295,,10000.0
1146,PWOD,22.16,200.0,39.53,200.0,5268.0
1147,CLDX,25.6,100.0,25.76,100.0,138286.0
1148,CPSM,26.91,1200.0,26.99,1300.0,1545.0
1149,LHX,208.12,800.0,208.32,800.0,772880.0
1150,PCSA,0.6244,100.0,0.6978,100.0,3553762.0
1151,COR,258.83,900.0,259.03,900.0,325002.0
1152,IMAY,25.76,900.0,25.79,2900.0,184.0
1153,SDST,1.1,100.0,1.12,100.0,167100.0
1154,GPATU,7.25,200.0,12.92,200.0,600.0
1155,FIVN,40.55,100.0,40.68,100.0,408489.0
1156,IMO,72.03,800.0,71.99,800.0,247812.0
